city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,order_for_place,place_type,state
Rio de Janeiro,3304557.0,2020-03-25,13,6718903.0,False,False,331,4.9264,2020-03-25,0.0151,5,55,2,20,city,RJ
São Gonçalo,3304904.0,2020-03-25,13,1084839.0,False,False,3,0.27654,2020-03-25,0.0,0,0,0,3,city,RJ
Valença,3306107.0,2020-03-25,13,76523.0,False,False,1,1.3068,2020-03-25,0.0,0,1,0,1,city,RJ
Volta Redonda,3306305.0,2020-03-25,13,273012.0,False,False,6,2.19771,2020-03-25,0.0,0,2,0,2,city,RJ
,33.0,2020-03-25,13,17264943.0,False,False,370,2.14307,2020-03-25,0.0216,8,65,2,21,state,RJ
Mossoró,2408003.0,2020-03-25,13,297378.0,False,False,1,0.33627,2020-03-25,0.0,0,0,0,5,city,RN
Natal,2408102.0,2020-03-25,13,884122.0,False,False,9,1.01796,2020-03-25,0.0,0,0,0,14,city,RN
Parnamirim,2403251.0,2020-03-25,13,261469.0,False,False,4,1.52982,2020-03-25,0.0,0,0,0,6,city,RN
,24.0,2020-03-25,13,3506853.0,False,False,14,0.39922,2020-03-25,0.0,0,0,0,14,state,RN
Ji-Paraná,1100122.0,2020-03-25,13,128969.0,False,False,1,0.77538,2020-03-25,0.0,0,0,0,6,city,RO
Porto Velho,1100205.0,2020-03-25,13,529544.0,False,False,4,0.75537,2020-03-25,0.0,0,0,0,5,city,RO
,11.0,2020-03-25,13,1777225.0,False,False,5,0.28134,2020-03-25,0.0,0,0,0,6,state,RO
Boa Vista,1400100.0,2020-03-25,13,399213.0,False,False,7,1.75345,2020-03-25,0.0,0,0,0,5,city,RR
Bonfim,1400159.0,2020-03-25,13,12409.0,False,False,1,8.05867,2020-03-25,0.0,0,0,0,2,city,RR
,14.0,2020-03-25,13,605761.0,False,False,8,1.32065,2020-03-25,0.0,0,0,0,5,state,RR
Alvorada,4300604.0,2020-03-25,13,210305.0,False,False,2,0.951,2020-03-25,0.0,0,0,0,7,city,RS
Anta Gorda,4300703.0,2020-03-25,13,5981.0,False,False,2,33.43922,2020-03-25,0.0,0,1,0,2,city,RS
Bagé,4301602.0,2020-03-25,13,121143.0,False,False,7,5.7783,2020-03-25,0.0,0,0,0,7,city,RS
Bento Gonçalves,4302105.0,2020-03-25,13,120454.0,False,False,2,1.66038,2020-03-25,0.0,0,0,0,6,city,RS
Camaquã,4303509.0,2020-03-25,13,66261.0,False,False,0,,2020-03-25,0.0,0,-1,0,2,city,RS
Campo Bom,4303905.0,2020-03-25,13,66712.0,False,False,2,2.99796,2020-03-25,0.0,0,0,0,16,city,RS
Canoas,4304606.0,2020-03-25,13,346616.0,False,False,6,1.73102,2020-03-25,0.0,0,0,0,5,city,RS
Capão da Canoa,4304630.0,2020-03-25,13,53049.0,False,False,2,3.7701,2020-03-25,0.0,0,0,0,3,city,RS
Carlos Barbosa,4304804.0,2020-03-25,13,29833.0,False,False,1,3.35199,2020-03-25,0.0,0,0,0,5,city,RS
Caxias do Sul,4305108.0,2020-03-25,13,510906.0,False,False,3,0.58719,2020-03-25,0.0,0,1,0,14,city,RS
Cerro Grande do Sul,4305173.0,2020-03-25,13,12239.0,False,False,1,8.1706,2020-03-25,0.0,0,1,0,1,city,RS
Charqueadas,4305355.0,2020-03-25,13,40789.0,False,False,1,2.45164,2020-03-25,0.0,0,0,0,5,city,RS
Cruzeiro do Sul,4306205.0,2020-03-25,13,12348.0,False,False,1,8.09848,2020-03-25,0.0,0,0,0,3,city,RS
Dois Irmãos,4306403.0,2020-03-25,13,32671.0,False,False,1,3.06082,2020-03-25,0.0,0,0,0,5,city,RS
Dom Pedrito,4306601.0,2020-03-25,13,38461.0,False,False,1,2.60004,2020-03-25,0.0,0,1,0,1,city,RS
Eldorado do Sul,4306767.0,2020-03-25,13,41285.0,False,False,1,2.42219,2020-03-25,0.0,0,0,0,5,city,RS
Erechim,4307005.0,2020-03-25,13,105862.0,False,False,3,2.83388,2020-03-25,0.0,0,0,0,7,city,RS
Estância Velha,4307609.0,2020-03-25,13,50022.0,False,False,1,1.99912,2020-03-25,0.0,0,0,0,4,city,RS
Estrela,4307807.0,2020-03-25,13,34116.0,False,False,1,2.93118,2020-03-25,0.0,0,0,0,5,city,RS
Farroupilha,4307906.0,2020-03-25,13,72331.0,False,False,1,1.38253,2020-03-25,0.0,0,0,0,7,city,RS
Garibaldi,4308607.0,2020-03-25,13,35070.0,False,False,1,2.85144,2020-03-25,0.0,0,0,0,2,city,RS
Gravataí,4309209.0,2020-03-25,13,281519.0,False,False,1,0.35522,2020-03-25,0.0,0,1,0,1,city,RS
Ivoti,4310801.0,2020-03-25,13,24293.0,False,False,2,8.23282,2020-03-25,0.0,0,0,0,6,city,RS
Lajeado,4311403.0,2020-03-25,13,84014.0,False,False,5,5.95139,2020-03-25,0.0,0,0,0,5,city,RS
Osório,4313508.0,2020-03-25,13,45994.0,False,False,1,2.1742,2020-03-25,0.0,0,0,0,3,city,RS
Paraí,4314001.0,2020-03-25,13,7657.0,False,False,1,13.05995,2020-03-25,0.0,0,0,0,2,city,RS
Pelotas,4314407.0,2020-03-25,13,342405.0,False,False,1,0.29205,2020-03-25,0.0,0,1,0,1,city,RS
Porto Alegre,4314902.0,2020-03-25,13,1483771.0,False,False,87,5.86344,2020-03-25,0.0115,1,40,1,15,city,RS
Rio Grande,4315602.0,2020-03-25,13,211005.0,False,False,2,0.94784,2020-03-25,0.0,0,1,0,3,city,RS
Santa Maria,4316907.0,2020-03-25,13,282123.0,False,False,2,0.70891,2020-03-25,0.0,0,0,0,4,city,RS
Sant'Ana do Livramento,4317103.0,2020-03-25,13,77027.0,False,False,4,5.19298,2020-03-25,0.0,0,1,0,6,city,RS
Santiago,4317400.0,2020-03-25,13,49425.0,False,False,1,2.02327,2020-03-25,0.0,0,0,0,3,city,RS
Santo Antônio da Patrulha,4317608.0,2020-03-25,13,42894.0,False,False,1,2.33133,2020-03-25,0.0,0,0,0,4,city,RS
São Leopoldo,4318705.0,2020-03-25,13,236835.0,False,False,1,0.42223,2020-03-25,0.0,0,0,0,5,city,RS
Sapiranga,4319901.0,2020-03-25,13,81734.0,False,False,2,2.44696,2020-03-25,0.0,0,1,0,8,city,RS
Serafina Corrêa,4320404.0,2020-03-25,13,17502.0,False,False,3,17.1409,2020-03-25,0.0,0,0,0,5,city,RS
Taquara,4321204.0,2020-03-25,13,57466.0,False,False,1,1.74016,2020-03-25,0.0,0,0,0,7,city,RS
Torres,4321501.0,2020-03-25,13,38732.0,False,False,6,15.49107,2020-03-25,0.0,0,2,0,5,city,RS
Viamão,4323002.0,2020-03-25,13,255224.0,False,False,1,0.39181,2020-03-25,0.0,0,0,0,3,city,RS
,43.0,2020-03-25,13,11377239.0,False,False,162,1.4239,2020-03-25,0.0062,1,50,1,16,state,RS
Balneário Arroio do Silva,4201950.0,2020-03-25,13,13071.0,False,False,1,7.65052,2020-03-25,0.0,0,1,0,1,city,SC
Balneário Camboriú,4202008.0,2020-03-25,13,142295.0,False,False,7,4.91936,2020-03-25,0.0,0,-2,0,8,city,SC
Blumenau,4202404.0,2020-03-25,13,357199.0,False,False,9,2.5196,2020-03-25,0.0,0,2,0,4,city,SC
Braço do Norte,4202800.0,2020-03-25,13,33450.0,False,False,9,26.90583,2020-03-25,0.0,0,0,0,11,city,SC
Camboriú,4203204.0,2020-03-25,13,82989.0,False,False,2,2.40996,2020-03-25,0.0,0,2,0,1,city,SC
Canelinha,4203709.0,2020-03-25,13,12240.0,False,False,1,8.16993,2020-03-25,0.0,0,1,0,1,city,SC
Chapecó,4204202.0,2020-03-25,13,220367.0,False,False,2,0.90758,2020-03-25,0.0,0,-1,0,6,city,SC
Criciúma,4204608.0,2020-03-25,13,215186.0,False,False,11,5.11186,2020-03-25,0.0,0,2,0,6,city,SC
Florianópolis,4205407.0,2020-03-25,13,500973.0,False,False,16,3.19378,2020-03-25,0.0,0,-4,0,14,city,SC
Gaspar,4205902.0,2020-03-25,13,69639.0,False,False,1,1.43598,2020-03-25,0.0,0,0,0,3,city,SC
Gravatal,4206207.0,2020-03-25,13,11501.0,False,False,3,26.08469,2020-03-25,0.0,0,1,0,5,city,SC
Içara,4207007.0,2020-03-25,13,56421.0,False,False,1,1.77239,2020-03-25,0.0,0,0,0,3,city,SC
Imbituba,4207304.0,2020-03-25,13,44853.0,False,False,4,8.91802,2020-03-25,0.0,0,0,0,6,city,SC
Importados/Indefinidos,,2020-03-25,13,,False,False,8,,2020-03-25,0.0,0,8,0,1,city,SC
Itajaí,4208203.0,2020-03-25,13,219536.0,False,False,12,5.46607,2020-03-25,0.0,0,2,0,5,city,SC
Jaguaruna,4208807.0,2020-03-25,13,20024.0,False,False,2,9.98801,2020-03-25,0.0,0,0,0,5,city,SC
Jaraguá do Sul,4208906.0,2020-03-25,13,177697.0,False,False,2,1.12551,2020-03-25,0.0,0,0,0,6,city,SC
Joinville,4209102.0,2020-03-25,13,590466.0,False,False,5,0.84679,2020-03-25,0.0,0,1,0,13,city,SC
Lages,4209300.0,2020-03-25,13,157544.0,False,False,1,0.63474,2020-03-25,0.0,0,0,0,4,city,SC
Laguna,4209409.0,2020-03-25,13,45814.0,False,False,1,2.18274,2020-03-25,0.0,0,0,0,2,city,SC
Navegantes,4211306.0,2020-03-25,13,81475.0,False,False,3,3.68211,2020-03-25,0.0,0,0,0,6,city,SC
Pomerode,4213203.0,2020-03-25,13,33447.0,False,False,1,2.9898,2020-03-25,0.0,0,0,0,6,city,SC
Porto Belo,4213500.0,2020-03-25,13,21388.0,False,False,2,9.35104,2020-03-25,0.0,0,0,0,3,city,SC
Rancho Queimado,4214300.0,2020-03-25,13,2878.0,False,False,2,69.4927,2020-03-25,0.0,0,0,0,12,city,SC
São José,4216602.0,2020-03-25,13,246586.0,False,False,5,2.02769,2020-03-25,0.0,0,-1,0,7,city,SC
São Ludgero,4217006.0,2020-03-25,13,13410.0,False,False,1,7.45712,2020-03-25,0.0,0,1,0,1,city,SC
São Pedro de Alcântara,4217253.0,2020-03-25,13,5823.0,False,False,1,17.17328,2020-03-25,0.0,0,1,0,1,city,SC
Tijucas,4218004.0,2020-03-25,13,38407.0,False,False,1,2.60369,2020-03-25,0.0,0,0,0,2,city,SC
Tubarão,4218707.0,2020-03-25,13,105686.0,False,False,8,7.56959,2020-03-25,0.0,0,-1,0,8,city,SC
,42.0,2020-03-25,13,7164788.0,False,False,122,1.70277,2020-03-25,0.0,0,13,0,14,state,SC
Aracaju,2800308.0,2020-03-25,13,657013.0,False,False,13,1.97865,2020-03-25,0.0,0,1,0,12,city,SE
Nossa Senhora da Glória,2804508.0,2020-03-25,13,36924.0,False,False,1,2.70827,2020-03-25,0.0,0,0,0,5,city,SE
Propriá,2805703.0,2020-03-25,13,29626.0,False,False,2,6.75083,2020-03-25,0.0,0,0,0,8,city,SE
,28.0,2020-03-25,13,2298696.0,False,False,16,0.69605,2020-03-25,0.0,0,1,0,12,state,SE
Barueri,3505708.0,2020-03-25,13,274182.0,False,False,1,0.36472,2020-03-25,0.0,0,0,0,8,city,SP
Caieiras,3509007.0,2020-03-25,13,101470.0,False,False,1,0.98551,2020-03-25,0.0,0,1,0,1,city,SP
Campinas,3509502.0,2020-03-25,13,1204073.0,False,False,4,0.33221,2020-03-25,0.0,0,3,0,8,city,SP
Carapicuíba,3510609.0,2020-03-25,13,400927.0,False,False,2,0.49884,2020-03-25,0.0,0,0,0,12,city,SP
Cotia,3513009.0,2020-03-25,13,249210.0,False,False,6,2.40761,2020-03-25,0.0,0,4,0,8,city,SP
Embu das Artes,3515004.0,2020-03-25,13,273726.0,False,False,1,0.36533,2020-03-25,0.0,0,1,0,1,city,SP
Ferraz de Vasconcelos,3515707.0,2020-03-25,13,194276.0,False,False,1,0.51473,2020-03-25,0.0,0,0,0,14,city,SP
Guarulhos,3518800.0,2020-03-25,13,1379182.0,False,False,5,0.36253,2020-03-25,0.2,1,4,1,9,city,SP
Hortolândia,3519071.0,2020-03-25,13,230851.0,False,False,2,0.86636,2020-03-25,0.0,0,1,0,6,city,SP
Importados/Indefinidos,,2020-03-25,13,,False,False,43,,2020-03-25,0.0,0,43,0,7,city,SP
Iracemápolis,3521408.0,2020-03-25,13,24235.0,False,False,1,4.12626,2020-03-25,0.0,0,1,0,1,city,SP
Jaguariúna,3524709.0,2020-03-25,13,57488.0,False,False,1,1.73949,2020-03-25,0.0,0,0,0,8,city,SP
Jundiaí,3525904.0,2020-03-25,13,418962.0,False,False,1,0.23869,2020-03-25,0.0,0,1,0,1,city,SP
Mauá,3529401.0,2020-03-25,13,472912.0,False,False,2,0.42291,2020-03-25,0.0,0,1,0,10,city,SP
Mogi das Cruzes,3530607.0,2020-03-25,13,445842.0,False,False,4,0.89718,2020-03-25,0.0,0,3,0,6,city,SP
Osasco,3534401.0,2020-03-25,13,698418.0,False,False,3,0.42954,2020-03-25,0.3333,1,2,1,8,city,SP
Poá,3539806.0,2020-03-25,13,117452.0,False,False,1,0.85141,2020-03-25,0.0,0,1,0,1,city,SP
Ribeirão Pires,3543303.0,2020-03-25,13,123393.0,False,False,1,0.81042,2020-03-25,0.0,0,1,0,1,city,SP
Rio Claro,3543907.0,2020-03-25,13,206424.0,False,False,1,0.48444,2020-03-25,0.0,0,1,0,1,city,SP
Santana de Parnaíba,3547304.0,2020-03-25,13,139447.0,False,False,4,2.86847,2020-03-25,0.0,0,2,0,19,city,SP
Santo André,3547809.0,2020-03-25,13,718773.0,False,False,17,2.36514,2020-03-25,0.0,0,14,0,10,city,SP
São Bernardo do Campo,3548708.0,2020-03-25,13,838936.0,False,False,13,1.54958,2020-03-25,0.0,0,9,0,10,city,SP
São Caetano do Sul,3548807.0,2020-03-25,13,161127.0,False,False,16,9.93006,2020-03-25,0.0,0,12,0,10,city,SP
São José do Rio Preto,3549805.0,2020-03-25,13,460671.0,False,False,1,0.21707,2020-03-25,0.0,0,0,0,8,city,SP
São José dos Campos,3549904.0,2020-03-25,13,721944.0,False,False,2,0.27703,2020-03-25,0.0,0,1,0,8,city,SP
São Paulo,3550308.0,2020-03-25,13,12252023.0,False,False,722,5.8929,2020-03-25,0.0609,44,416,35,30,city,SP
São Sebastião,3550704.0,2020-03-25,13,88980.0,False,False,2,2.2477,2020-03-25,0.0,0,2,0,1,city,SP
Suzano,3552502.0,2020-03-25,13,297637.0,False,False,1,0.33598,2020-03-25,0.0,0,0,0,7,city,SP
Taboão da Serra,3552809.0,2020-03-25,13,289664.0,False,False,1,0.34523,2020-03-25,1.0,1,1,1,1,city,SP
Taubaté,3554102.0,2020-03-25,13,314924.0,False,False,1,0.31754,2020-03-25,0.0,0,0,0,7,city,SP
Valinhos,3556206.0,2020-03-25,13,129193.0,False,False,1,0.77404,2020-03-25,0.0,0,1,0,1,city,SP
Vargem Grande Paulista,3556453.0,2020-03-25,13,52597.0,False,False,0,,2020-03-25,0.0,1,-1,1,7,city,SP
,35.0,2020-03-25,13,45919049.0,False,False,862,1.87722,2020-03-25,0.0557,48,52,8,30,state,SP
Palmas,1721000.0,2020-03-25,13,299127.0,False,False,7,2.34014,2020-03-25,0.0,0,0,0,8,city,TO
,17.0,2020-03-25,13,1572866.0,False,False,7,0.44505,2020-03-25,0.0,0,0,0,8,state,TO
Rio Branco,1200401.0,2020-03-24,13,407319.0,False,False,21,5.15566,2020-03-24,0.0,0,4,0,8,city,AC
,12.0,2020-03-24,13,881935.0,False,False,21,2.38113,2020-03-24,0.0,0,4,0,8,state,AC
Maceió,2704302.0,2020-03-24,13,1018948.0,False,False,10,0.9814,2020-03-24,0.0,0,2,0,17,city,AL
,27.0,2020-03-24,13,3337357.0,False,False,10,0.29964,2020-03-24,0.0,0,2,0,17,state,AL
Manaus,1302603.0,2020-03-24,13,2182763.0,False,False,45,2.06161,2020-03-24,0.0,0,14,0,12,city,AM
Parintins,1303403.0,2020-03-24,13,114273.0,False,False,2,1.75019,2020-03-24,0.5,1,1,1,3,city,AM
,13.0,2020-03-24,13,4144597.0,False,False,47,1.13401,2020-03-24,0.0213,1,15,1,12,state,AM
Macapá,1600303.0,2020-03-24,13,503327.0,False,False,1,0.19868,2020-03-24,0.0,0,0,0,5,city,AP
,16.0,2020-03-24,13,845731.0,False,False,1,0.11824,2020-03-24,0.0,0,0,0,5,state,AP
Barreiras,2903201.0,2020-03-24,13,155439.0,False,False,1,0.64334,2020-03-24,0.0,0,0,0,3,city,BA
Brumado,2904605.0,2020-03-24,13,67195.0,False,False,1,1.48821,2020-03-24,0.0,0,0,0,2,city,BA
Camaçari,2905701.0,2020-03-24,13,299132.0,False,False,1,0.3343,2020-03-24,0.0,0,0,0,5,city,BA
Conceição do Jacuípe,2908507.0,2020-03-24,13,33153.0,False,False,1,3.01632,2020-03-24,0.0,0,0,0,3,city,BA
Conde,2908606.0,2020-03-24,13,25837.0,False,False,1,3.87042,2020-03-24,0.0,0,1,0,1,city,BA
Feira de Santana,2910800.0,2020-03-24,13,614872.0,False,False,8,1.30108,2020-03-24,0.0,0,2,0,19,city,BA
Importados/Indefinidos,,2020-03-24,13,,False,False,3,,2020-03-24,0.0,0,3,0,1,city,BA
Itabuna,2914802.0,2020-03-24,13,213223.0,False,False,1,0.46899,2020-03-24,0.0,0,0,0,6,city,BA
